set_0_loss,set_0_r2,set_1_loss,set_1_r2,set_2_loss,set_2_r2
0.8430480360984802,-inf,0.870424747467041,-inf,0.8498371243476868,-inf
0.8437361121177673,-inf,0.8688921332359314,-inf,0.848576545715332,-inf
0.8350264430046082,-inf,0.862121045589447,-inf,0.8488590121269226,-inf
0.856250524520874,-inf,0.8712162375450134,-inf,0.8547202944755554,-inf
0.838039219379425,-inf,0.8741533756256104,-inf,0.8453169465065002,-inf
0.8360257148742676,-inf,0.8701048493385315,-inf,0.846393883228302,-inf
0.8386870622634888,-inf,0.8641728758811951,-inf,0.8535181283950806,-inf
0.8359547257423401,-inf,0.8769785165786743,-inf,0.8462607264518738,-inf
0.8433781266212463,-inf,0.8676477670669556,-inf,0.8450396060943604,-inf
0.8336607813835144,-inf,0.8564035892486572,-inf,0.843790590763092,-inf
0.8304809331893921,-inf,0.8624603152275085,-inf,0.8498006463050842,-inf
0.8402627110481262,-inf,0.86553955078125,-inf,0.8460875749588013,-inf
0.8247432112693787,-inf,0.8735620975494385,-inf,0.8516273498535156,-inf
0.8336364030838013,-inf,0.8697048425674438,-inf,0.8322665691375732,-inf
0.8275017142295837,-inf,0.8584975004196167,-inf,0.8398578763008118,-inf
0.832528829574585,-inf,0.8584529757499695,-inf,0.8489393591880798,-inf
0.8239178657531738,-inf,0.8586686253547668,-inf,0.8412789106369019,-inf
0.8248610496520996,-inf,0.8655204176902771,-inf,0.8424015641212463,-inf
0.8301592469215393,-inf,0.860287070274353,-inf,0.841484010219574,-inf
0.8317435383796692,-inf,0.8592948317527771,-inf,0.8314558863639832,-inf
0.8263573050498962,-inf,0.8598568439483643,-inf,0.8352305293083191,-inf
0.8220169544219971,-inf,0.8603532910346985,-inf,0.8312097787857056,-inf
0.828096330165863,-inf,0.8568657636642456,-inf,0.8319908380508423,-inf
0.8311437964439392,-inf,0.8539272546768188,-inf,0.8340621590614319,-inf
